id,admin0,admin1,admin2,admin3,level,admin,iso2,iso1_3n,iso2_uid,iso1_3c,iso1_2c,nameid,centroid_longitude,centroid_latitude
PELAL130606,Peru,La Libertad,Otuzco,La Cuesta,District,3,LAL,604,PE-LAL,PER,PE,"La Cuesta, Otuzco, La Libertad, Peru",-78.684982,-7.9084754
PELAL130608,Peru,La Libertad,Otuzco,Mache,District,3,LAL,604,PE-LAL,PER,PE,"Mache, Otuzco, La Libertad, Peru",-78.533806,-8.0342188
PELAL130601,Peru,La Libertad,Otuzco,Otuzco,District,3,LAL,604,PE-LAL,PER,PE,"Otuzco, Otuzco, La Libertad, Peru",-78.58213,-7.8487568
PELAL130610,Peru,La Libertad,Otuzco,Paranday,District,3,LAL,604,PE-LAL,PER,PE,"Paranday, Otuzco, La Libertad, Peru",-78.698906,-7.8884125
PELAL130611,Peru,La Libertad,Otuzco,Salpo,District,3,LAL,604,PE-LAL,PER,PE,"Salpo, Otuzco, La Libertad, Peru",-78.636276,-8.0328951
PELAL130613,Peru,La Libertad,Otuzco,Sinsicap,District,3,LAL,604,PE-LAL,PER,PE,"Sinsicap, Otuzco, La Libertad, Peru",-78.779182,-7.754498
PELAL130614,Peru,La Libertad,Otuzco,Usquil,District,3,LAL,604,PE-LAL,PER,PE,"Usquil, Otuzco, La Libertad, Peru",-78.361649,-7.8006353
PELAL130702,Peru,La Libertad,Pacasmayo,Guadalupe,District,3,LAL,604,PE-LAL,PER,PE,"Guadalupe, Pacasmayo, La Libertad, Peru",-79.487885,-7.2881351
PELAL130703,Peru,La Libertad,Pacasmayo,Jequetepeque,District,3,LAL,604,PE-LAL,PER,PE,"Jequetepeque, Pacasmayo, La Libertad, Peru",-79.546982,-7.350153
PELAL130704,Peru,La Libertad,Pacasmayo,Pacasmayo,District,3,LAL,604,PE-LAL,PER,PE,"Pacasmayo, Pacasmayo, La Libertad, Peru",-79.547821,-7.3999062
PELAL130705,Peru,La Libertad,Pacasmayo,San Jose,District,3,LAL,604,PE-LAL,PER,PE,"San Jose, Pacasmayo, La Libertad, Peru",-79.385651,-7.3698177
PELAL130701,Peru,La Libertad,Pacasmayo,San Pedro De Lloc,District,3,LAL,604,PE-LAL,PER,PE,"San Pedro De Lloc, Pacasmayo, La Libertad, Peru",-79.404877,-7.4835715
PELAL130802,Peru,La Libertad,Pataz,Buldibuyo,District,3,LAL,604,PE-LAL,PER,PE,"Buldibuyo, Pataz, La Libertad, Peru",-77.382759,-8.1244192
PELAL130803,Peru,La Libertad,Pataz,Chillia,District,3,LAL,604,PE-LAL,PER,PE,"Chillia, Pataz, La Libertad, Peru",-77.520897,-8.1608267
PELAL130804,Peru,La Libertad,Pataz,Huancaspata,District,3,LAL,604,PE-LAL,PER,PE,"Huancaspata, Pataz, La Libertad, Peru",-77.268188,-8.4391479
PELAL130805,Peru,La Libertad,Pataz,Huaylillas,District,3,LAL,604,PE-LAL,PER,PE,"Huaylillas, Pataz, La Libertad, Peru",-77.293701,-8.190403
PELAL130806,Peru,La Libertad,Pataz,Huayo,District,3,LAL,604,PE-LAL,PER,PE,"Huayo, Pataz, La Libertad, Peru",-77.592224,-8.0349417
PELAL130807,Peru,La Libertad,Pataz,Ongon,District,3,LAL,604,PE-LAL,PER,PE,"Ongon, Pataz, La Libertad, Peru",-77.092461,-8.2058077
PELAL130808,Peru,La Libertad,Pataz,Parcoy,District,3,LAL,604,PE-LAL,PER,PE,"Parcoy, Pataz, La Libertad, Peru",-77.50985,-7.9932404
PELAL130809,Peru,La Libertad,Pataz,Pataz,District,3,LAL,604,PE-LAL,PER,PE,"Pataz, Pataz, La Libertad, Peru",-77.589546,-7.7324514
PELAL130810,Peru,La Libertad,Pataz,Pias,District,3,LAL,604,PE-LAL,PER,PE,"Pias, Pataz, La Libertad, Peru",-77.48745,-7.8936787
PELAL130811,Peru,La Libertad,Pataz,Santiago De Challas,District,3,LAL,604,PE-LAL,PER,PE,"Santiago De Challas, Pataz, La Libertad, Peru",-77.371475,-8.4270639
PELAL130812,Peru,La Libertad,Pataz,Taurija,District,3,LAL,604,PE-LAL,PER,PE,"Taurija, Pataz, La Libertad, Peru",-77.433167,-8.2794609
PELAL130801,Peru,La Libertad,Pataz,Tayabamba,District,3,LAL,604,PE-LAL,PER,PE,"Tayabamba, Pataz, La Libertad, Peru",-77.256355,-8.3142433
PELAL130813,Peru,La Libertad,Pataz,Urpay,District,3,LAL,604,PE-LAL,PER,PE,"Urpay, Pataz, La Libertad, Peru",-77.375549,-8.3281775
PELAL130902,Peru,La Libertad,Sanchez Carrion,Chugay,District,3,LAL,604,PE-LAL,PER,PE,"Chugay, Sanchez Carrion, La Libertad, Peru",-77.798088,-7.8223343
PELAL130903,Peru,La Libertad,Sanchez Carrion,Cochorco,District,3,LAL,604,PE-LAL,PER,PE,"Cochorco, Sanchez Carrion, La Libertad, Peru",-77.696083,-7.8215885
PELAL130904,Peru,La Libertad,Sanchez Carrion,Curgos,District,3,LAL,604,PE-LAL,PER,PE,"Curgos, Sanchez Carrion, La Libertad, Peru",-77.953499,-7.8477411
PELAL130901,Peru,La Libertad,Sanchez Carrion,Huamachuco,District,3,LAL,604,PE-LAL,PER,PE,"Huamachuco, Sanchez Carrion, La Libertad, Peru",-78.046082,-7.8267331
PELAL130905,Peru,La Libertad,Sanchez Carrion,Marcabal,District,3,LAL,604,PE-LAL,PER,PE,"Marcabal, Sanchez Carrion, La Libertad, Peru",-77.941681,-7.6849141
PELAL130906,Peru,La Libertad,Sanchez Carrion,Sanagoran,District,3,LAL,604,PE-LAL,PER,PE,"Sanagoran, Sanchez Carrion, La Libertad, Peru",-78.175636,-7.7926474
PELAL130907,Peru,La Libertad,Sanchez Carrion,Sarin,District,3,LAL,604,PE-LAL,PER,PE,"Sarin, Sanchez Carrion, La Libertad, Peru",-77.880096,-7.939827
PELAL130908,Peru,La Libertad,Sanchez Carrion,Sartimbamba,District,3,LAL,604,PE-LAL,PER,PE,"Sartimbamba, Sanchez Carrion, La Libertad, Peru",-77.766151,-7.6126809
PELAL131002,Peru,La Libertad,Santiago De Chuco,Angasmarca,District,3,LAL,604,PE-LAL,PER,PE,"Angasmarca, Santiago De Chuco, La Libertad, Peru",-78.033043,-8.1478376
PELAL131003,Peru,La Libertad,Santiago De Chuco,Cachicadan,District,3,LAL,604,PE-LAL,PER,PE,"Cachicadan, Santiago De Chuco, La Libertad, Peru",-78.064354,-8.0172815
PELAL131004,Peru,La Libertad,Santiago De Chuco,Mollebamba,District,3,LAL,604,PE-LAL,PER,PE,"Mollebamba, Santiago De Chuco, La Libertad, Peru",-77.980812,-8.1279659
PELAL131005,Peru,La Libertad,Santiago De Chuco,Mollepata,District,3,LAL,604,PE-LAL,PER,PE,"Mollepata, Santiago De Chuco, La Libertad, Peru",-77.942039,-8.142621
PELAL131006,Peru,La Libertad,Santiago De Chuco,Quiruvilca,District,3,LAL,604,PE-LAL,PER,PE,"Quiruvilca, Santiago De Chuco, La Libertad, Peru",-78.251114,-8.0147419
PELAL131007,Peru,La Libertad,Santiago De Chuco,Santa Cruz De Chuca,District,3,LAL,604,PE-LAL,PER,PE,"Santa Cruz De Chuca, Santiago De Chuco, La Libertad, Peru",-78.097008,-8.1874437
PELAL131001,Peru,La Libertad,Santiago De Chuco,Santiago De Chuco,District,3,LAL,604,PE-LAL,PER,PE,"Santiago De Chuco, Santiago De Chuco, La Libertad, Peru",-78.244614,-8.3491411
PELAL131008,Peru,La Libertad,Santiago De Chuco,Sitabamba,District,3,LAL,604,PE-LAL,PER,PE,"Sitabamba, Santiago De Chuco, La Libertad, Peru",-77.800446,-8.0262823
PELAL130102,Peru,La Libertad,Trujillo,El Porvenir,District,3,LAL,604,PE-LAL,PER,PE,"El Porvenir, Trujillo, La Libertad, Peru",-78.995964,-8.0516129
PELAL130103,Peru,La Libertad,Trujillo,Florencia De Mora,District,3,LAL,604,PE-LAL,PER,PE,"Florencia De Mora, Trujillo, La Libertad, Peru",-79.021408,-8.0824299
PELAL130104,Peru,La Libertad,Trujillo,Huanchaco,District,3,LAL,604,PE-LAL,PER,PE,"Huanchaco, Trujillo, La Libertad, Peru",-79.058495,-8.0009804
PELAL130105,Peru,La Libertad,Trujillo,La Esperanza,District,3,LAL,604,PE-LAL,PER,PE,"La Esperanza, Trujillo, La Libertad, Peru",-79.055946,-8.0634108
PELAL130106,Peru,La Libertad,Trujillo,Laredo,District,3,LAL,604,PE-LAL,PER,PE,"Laredo, Trujillo, La Libertad, Peru",-78.855087,-8.1052647
PELAL130107,Peru,La Libertad,Trujillo,Moche,District,3,LAL,604,PE-LAL,PER,PE,"Moche, Trujillo, La Libertad, Peru",-79.000641,-8.1597605
PELAL130108,Peru,La Libertad,Trujillo,Poroto,District,3,LAL,604,PE-LAL,PER,PE,"Poroto, Trujillo, La Libertad, Peru",-78.754013,-8.0352726
PELAL130109,Peru,La Libertad,Trujillo,Salaverry,District,3,LAL,604,PE-LAL,PER,PE,"Salaverry, Trujillo, La Libertad, Peru",-78.898911,-8.2539206
PELAL130110,Peru,La Libertad,Trujillo,Simbal,District,3,LAL,604,PE-LAL,PER,PE,"Simbal, Trujillo, La Libertad, Peru",-78.827087,-7.9183688
PELAL130101,Peru,La Libertad,Trujillo,Trujillo,District,3,LAL,604,PE-LAL,PER,PE,"Trujillo, Trujillo, La Libertad, Peru",-79.023857,-8.1125851
PELAL130111,Peru,La Libertad,Trujillo,Victor Larco Herrera,District,3,LAL,604,PE-LAL,PER,PE,"Victor Larco Herrera, Trujillo, La Libertad, Peru",-79.045662,-8.1394968
PELAL131202,Peru,La Libertad,Viru,Chao,District,3,LAL,604,PE-LAL,PER,PE,"Chao, Viru, La Libertad, Peru",-78.506409,-8.5598955
PELAL131203,Peru,La Libertad,Viru,Guadalupito,District,3,LAL,604,PE-LAL,PER,PE,"Guadalupito, Viru, La Libertad, Peru",-78.64975,-8.8017235
PELAL131201,Peru,La Libertad,Viru,Viru,District,3,LAL,604,PE-LAL,PER,PE,"Viru, Viru, La Libertad, Peru",-78.735252,-8.3533039
PELAM140116,Peru,Lambayeque,Chiclayo,Cayalti,District,3,LAM,604,PE-LAM,PER,PE,"Cayalti, Chiclayo, Lambayeque, Peru",-79.506683,-6.888701
PELAM140101,Peru,Lambayeque,Chiclayo,Chiclayo,District,3,LAM,604,PE-LAM,PER,PE,"Chiclayo, Chiclayo, Lambayeque, Peru",-79.825874,-6.7830081
PELAM140102,Peru,Lambayeque,Chiclayo,Chongoyape,District,3,LAM,604,PE-LAM,PER,PE,"Chongoyape, Chiclayo, Lambayeque, Peru",-79.464561,-6.6268625
PELAM140103,Peru,Lambayeque,Chiclayo,Eten,District,3,LAM,604,PE-LAM,PER,PE,"Eten, Chiclayo, Lambayeque, Peru",-79.815788,-6.9304829
PELAM140104,Peru,Lambayeque,Chiclayo,Eten Puerto,District,3,LAM,604,PE-LAM,PER,PE,"Eten Puerto, Chiclayo, Lambayeque, Peru",-79.846962,-6.9504213
PELAM140105,Peru,Lambayeque,Chiclayo,Jose Leonardo Ortiz,District,3,LAM,604,PE-LAM,PER,PE,"Jose Leonardo Ortiz, Chiclayo, Lambayeque, Peru",-79.842354,-6.7398982
PELAM140106,Peru,Lambayeque,Chiclayo,La Victoria,District,3,LAM,604,PE-LAM,PER,PE,"La Victoria, Chiclayo, Lambayeque, Peru",-79.861092,-6.8237658
PELAM140107,Peru,Lambayeque,Chiclayo,Lagunas,District,3,LAM,604,PE-LAM,PER,PE,"Lagunas, Chiclayo, Lambayeque, Peru",-79.671303,-7.0144243
PELAM140108,Peru,Lambayeque,Chiclayo,Monsefu,District,3,LAM,604,PE-LAM,PER,PE,"Monsefu, Chiclayo, Lambayeque, Peru",-79.857483,-6.8657284
PELAM140109,Peru,Lambayeque,Chiclayo,Nueva Arica,District,3,LAM,604,PE-LAM,PER,PE,"Nueva Arica, Chiclayo, Lambayeque, Peru",-79.370811,-6.9312963
PELAM140110,Peru,Lambayeque,Chiclayo,Oyotun,District,3,LAM,604,PE-LAM,PER,PE,"Oyotun, Chiclayo, Lambayeque, Peru",-79.276848,-6.7796397
PELAM140117,Peru,Lambayeque,Chiclayo,Patapo,District,3,LAM,604,PE-LAM,PER,PE,"Patapo, Chiclayo, Lambayeque, Peru",-79.585754,-6.708931
PELAM140111,Peru,Lambayeque,Chiclayo,Picsi,District,3,LAM,604,PE-LAM,PER,PE,"Picsi, Chiclayo, Lambayeque, Peru",-79.772575,-6.7163935
PELAM140112,Peru,Lambayeque,Chiclayo,Pimentel,District,3,LAM,604,PE-LAM,PER,PE,"Pimentel, Chiclayo, Lambayeque, Peru",-79.90345,-6.7993312
PELAM140118,Peru,Lambayeque,Chiclayo,Pomalca,District,3,LAM,604,PE-LAM,PER,PE,"Pomalca, Chiclayo, Lambayeque, Peru",-79.759018,-6.781775
PELAM140119,Peru,Lambayeque,Chiclayo,Pucala,District,3,LAM,604,PE-LAM,PER,PE,"Pucala, Chiclayo, Lambayeque, Peru",-79.513718,-6.7946305
PELAM140113,Peru,Lambayeque,Chiclayo,Reque,District,3,LAM,604,PE-LAM,PER,PE,"Reque, Chiclayo, Lambayeque, Peru",-79.794189,-6.8634815
PELAM140115,Peru,Lambayeque,Chiclayo,Sana,District,3,LAM,604,PE-LAM,PER,PE,"Sana, Chiclayo, Lambayeque, Peru",-79.637993,-6.8871422
PELAM140114,Peru,Lambayeque,Chiclayo,Santa Rosa,District,3,LAM,604,PE-LAM,PER,PE,"Santa Rosa, Chiclayo, Lambayeque, Peru",-79.904259,-6.8807464
PELAM140120,Peru,Lambayeque,Chiclayo,Tuman,District,3,LAM,604,PE-LAM,PER,PE,"Tuman, Chiclayo, Lambayeque, Peru",-79.69445,-6.7737298
PELAM140202,Peru,Lambayeque,Ferrenafe,Canaris,District,3,LAM,604,PE-LAM,PER,PE,"Canaris, Ferrenafe, Lambayeque, Peru",-79.304688,-6.0602155
PELAM140201,Peru,Lambayeque,Ferrenafe,Ferrenafe,District,3,LAM,604,PE-LAM,PER,PE,"Ferrenafe, Ferrenafe, Lambayeque, Peru",-79.791115,-6.6205244
PELAM140203,Peru,Lambayeque,Ferrenafe,Incahuasi,District,3,LAM,604,PE-LAM,PER,PE,"Incahuasi, Ferrenafe, Lambayeque, Peru",-79.387146,-6.2312441
PELAM140204,Peru,Lambayeque,Ferrenafe,Manuel Antonio Mesones Muro,District,3,LAM,604,PE-LAM,PER,PE,"Manuel Antonio Mesones Muro, Ferrenafe, Lambayeque, Peru",-79.682831,-6.6353312
PELAM140205,Peru,Lambayeque,Ferrenafe,Pitipo,District,3,LAM,604,PE-LAM,PER,PE,"Pitipo, Ferrenafe, Lambayeque, Peru",-79.634781,-6.4862447
PELAM140206,Peru,Lambayeque,Ferrenafe,Pueblo Nuevo,District,3,LAM,604,PE-LAM,PER,PE,"Pueblo Nuevo, Ferrenafe, Lambayeque, Peru",-79.824432,-6.6298304
PELAM140302,Peru,Lambayeque,Lambayeque,Chochope,District,3,LAM,604,PE-LAM,PER,PE,"Chochope, Lambayeque, Lambayeque, Peru",-79.613586,-6.1552324
PELAM140303,Peru,Lambayeque,Lambayeque,Illimo,District,3,LAM,604,PE-LAM,PER,PE,"Illimo, Lambayeque, Lambayeque, Peru",-79.853371,-6.469594
PELAM140304,Peru,Lambayeque,Lambayeque,Jayanca,District,3,LAM,604,PE-LAM,PER,PE,"Jayanca, Lambayeque, Lambayeque, Peru",-79.808281,-6.3341823
PELAM140301,Peru,Lambayeque,Lambayeque,Lambayeque,District,3,LAM,604,PE-LAM,PER,PE,"Lambayeque, Lambayeque, Lambayeque, Peru",-79.932838,-6.6738706
PELAM140305,Peru,Lambayeque,Lambayeque,Mochumi,District,3,LAM,604,PE-LAM,PER,PE,"Mochumi, Lambayeque, Lambayeque, Peru",-79.887512,-6.562819
PELAM140306,Peru,Lambayeque,Lambayeque,Morrope,District,3,LAM,604,PE-LAM,PER,PE,"Morrope, Lambayeque, Lambayeque, Peru",-80.179001,-6.5061502
PELAM140307,Peru,Lambayeque,Lambayeque,Motupe,District,3,LAM,604,PE-LAM,PER,PE,"Motupe, Lambayeque, Lambayeque, Peru",-79.707878,-6.1690464
PELAM140308,Peru,Lambayeque,Lambayeque,Olmos,District,3,LAM,604,PE-LAM,PER,PE,"Olmos, Lambayeque, Lambayeque, Peru",-80.071564,-6.0475993
PELAM140309,Peru,Lambayeque,Lambayeque,Pacora,District,3,LAM,604,PE-LAM,PER,PE,"Pacora, Lambayeque, Lambayeque, Peru",-79.879921,-6.4340835
PELAM140310,Peru,Lambayeque,Lambayeque,Salas,District,3,LAM,604,PE-LAM,PER,PE,"Salas, Lambayeque, Lambayeque, Peru",-79.537949,-6.150887
PELAM140311,Peru,Lambayeque,Lambayeque,San Jose,District,3,LAM,604,PE-LAM,PER,PE,"San Jose, Lambayeque, Lambayeque, Peru",-79.936615,-6.7660813
PELAM140312,Peru,Lambayeque,Lambayeque,Tucume,District,3,LAM,604,PE-LAM,PER,PE,"Tucume, Lambayeque, Lambayeque, Peru",-79.876274,-6.5033088
PELIM150201,Peru,Lima,Barranca,Barranca,District,3,LIM,604,PE-LIM,PER,PE,"Barranca, Barranca, Lima, Peru",-77.682693,-10.714926
PELIM150202,Peru,Lima,Barranca,Paramonga,District,3,LIM,604,PE-LIM,PER,PE,"Paramonga, Barranca, Lima, Peru",-77.742165,-10.486447
PELIM150203,Peru,Lima,Barranca,Pativilca,District,3,LIM,604,PE-LIM,PER,PE,"Pativilca, Barranca, Lima, Peru",-77.685959,-10.62336
PELIM150507,Peru,Lima,Canete,Imperial,District,3,LIM,604,PE-LIM,PER,PE,"Imperial, Canete, Lima, Peru",-76.369598,-13.033092
PELIM150509,Peru,Lima,Canete,Mala,District,3,LIM,604,PE-LIM,PER,PE,"Mala, Canete, Lima, Peru",-76.601639,-12.653501
PELIM150514,Peru,Lima,Canete,San Luis,District,3,LIM,604,PE-LIM,PER,PE,"San Luis, Canete, Lima, Peru",-76.423721,-13.051996
PELIM150404,Peru,Lima,Canta,Huaros,District,3,LIM,604,PE-LIM,PER,PE,"Huaros, Canta, Lima, Peru",-76.502396,-11.401313
PELIM150605,Peru,Lima,Huaral,Chancay,District,3,LIM,604,PE-LIM,PER,PE,"Chancay, Huaral, Lima, Peru",-77.29187,-11.500976
PELIM150601,Peru,Lima,Huaral,Huaral,District,3,LIM,604,PE-LIM,PER,PE,"Huaral, Huaral, Lima, Peru",-77.171104,-11.387092
PELIM150709,Peru,Lima,Huarochiri,Huarochiri,District,3,LIM,604,PE-LIM,PER,PE,"Huarochiri, Huarochiri, Lima, Peru",-76.272583,-12.069474
PELIM150714,Peru,Lima,Huarochiri,Ricardo Palma,District,3,LIM,604,PE-LIM,PER,PE,"Ricardo Palma, Huarochiri, Lima, Peru",-76.622955,-11.937756
PELIM150723,Peru,Lima,Huarochiri,San Mateo De Otao,District,3,LIM,604,PE-LIM,PER,PE,"San Mateo De Otao, Huarochiri, Lima, Peru",-76.530434,-11.840594
PELIM150732,Peru,Lima,Huarochiri,Surco,District,3,LIM,604,PE-LIM,PER,PE,"Surco, Huarochiri, Lima, Peru",-76.445358,-11.877112
PELIM150801,Peru,Lima,Huaura,Huacho,District,3,LIM,604,PE-LIM,PER,PE,"Huacho, Huaura, Lima, Peru",-77.492767,-11.271662
PELIM150102,Peru,Lima,Lima,Ancon,District,3,LIM,604,PE-LIM,PER,PE,"Ancon, Lima, Lima, Peru",-77.09581,-11.702535
PELIM150103,Peru,Lima,Lima,Ate,District,3,LIM,604,PE-LIM,PER,PE,"Ate, Lima, Lima, Peru",-76.87748,-12.032571
PELIM150104,Peru,Lima,Lima,Barranco,District,3,LIM,604,PE-LIM,PER,PE,"Barranco, Lima, Lima, Peru",-77.020859,-12.14403
PELIM150105,Peru,Lima,Lima,Brena,District,3,LIM,604,PE-LIM,PER,PE,"Brena, Lima, Lima, Peru",-77.050591,-12.059164
PELIM150106,Peru,Lima,Lima,Carabayllo,District,3,LIM,604,PE-LIM,PER,PE,"Carabayllo, Lima, Lima, Peru",-76.972923,-11.807384
PELIM150107,Peru,Lima,Lima,Chaclacayo,District,3,LIM,604,PE-LIM,PER,PE,"Chaclacayo, Lima, Lima, Peru",-76.766953,-11.991636
PELIM150108,Peru,Lima,Lima,Chorrillos,District,3,LIM,604,PE-LIM,PER,PE,"Chorrillos, Lima, Lima, Peru",-77.00589,-12.192645
PELIM150109,Peru,Lima,Lima,Cieneguilla,District,3,LIM,604,PE-LIM,PER,PE,"Cieneguilla, Lima, Lima, Peru",-76.777527,-12.076464
PELIM150110,Peru,Lima,Lima,Comas,District,3,LIM,604,PE-LIM,PER,PE,"Comas, Lima, Lima, Peru",-77.038902,-11.929065
PELIM150111,Peru,Lima,Lima,El Agustino,District,3,LIM,604,PE-LIM,PER,PE,"El Agustino, Lima, Lima, Peru",-76.987404,-12.040097
PELIM150112,Peru,Lima,Lima,Independencia,District,3,LIM,604,PE-LIM,PER,PE,"Independencia, Lima, Lima, Peru",-77.046043,-11.987473
PELIM150113,Peru,Lima,Lima,Jesus Maria,District,3,LIM,604,PE-LIM,PER,PE,"Jesus Maria, Lima, Lima, Peru",-77.04821,-12.078107
PELIM150114,Peru,Lima,Lima,La Molina,District,3,LIM,604,PE-LIM,PER,PE,"La Molina, Lima, Lima, Peru",-76.925728,-12.088086
PELIM150115,Peru,Lima,Lima,La Victoria,District,3,LIM,604,PE-LIM,PER,PE,"La Victoria, Lima, Lima, Peru",-77.017387,-12.072332
PELIM150101,Peru,Lima,Lima,Lima,District,3,LIM,604,PE-LIM,PER,PE,"Lima, Lima, Lima, Peru",-77.048874,-12.051032
PELIM150116,Peru,Lima,Lima,Lince,District,3,LIM,604,PE-LIM,PER,PE,"Lince, Lima, Lima, Peru",-77.035667,-12.085792
PELIM150117,Peru,Lima,Lima,Los Olivos,District,3,LIM,604,PE-LIM,PER,PE,"Los Olivos, Lima, Lima, Peru",-77.074364,-11.972423
PELIM150118,Peru,Lima,Lima,Lurigancho,District,3,LIM,604,PE-LIM,PER,PE,"Lurigancho, Lima, Lima, Peru",-76.801331,-11.95848
PELIM150119,Peru,Lima,Lima,Lurin,District,3,LIM,604,PE-LIM,PER,PE,"Lurin, Lima, Lima, Peru",-76.801109,-12.23426
PELIM150120,Peru,Lima,Lima,Magdalena Del Mar,District,3,LIM,604,PE-LIM,PER,PE,"Magdalena Del Mar, Lima, Lima, Peru",-77.066696,-12.093839
PELIM150122,Peru,Lima,Lima,Miraflores,District,3,LIM,604,PE-LIM,PER,PE,"Miraflores, Lima, Lima, Peru",-77.028931,-12.120912
PELIM150123,Peru,Lima,Lima,Pachacamac,District,3,LIM,604,PE-LIM,PER,PE,"Pachacamac, Lima, Lima, Peru",-76.809624,-12.15999
PELIM150124,Peru,Lima,Lima,Pucusana,District,3,LIM,604,PE-LIM,PER,PE,"Pucusana, Lima, Lima, Peru",-76.775627,-12.465838
PELIM150121,Peru,Lima,Lima,Pueblo Libre,District,3,LIM,604,PE-LIM,PER,PE,"Pueblo Libre, Lima, Lima, Peru",-77.065742,-12.075084
PELIM150125,Peru,Lima,Lima,Puente Piedra,District,3,LIM,604,PE-LIM,PER,PE,"Puente Piedra, Lima, Lima, Peru",-77.086655,-11.872128
PELIM150126,Peru,Lima,Lima,Punta Hermosa,District,3,LIM,604,PE-LIM,PER,PE,"Punta Hermosa, Lima, Lima, Peru",-76.74379,-12.269272
PELIM150127,Peru,Lima,Lima,Punta Negra,District,3,LIM,604,PE-LIM,PER,PE,"Punta Negra, Lima, Lima, Peru",-76.70945,-12.303641
PELIM150128,Peru,Lima,Lima,Rimac,District,3,LIM,604,PE-LIM,PER,PE,"Rimac, Lima, Lima, Peru",-77.032677,-12.023583
PELIM150129,Peru,Lima,Lima,San Bartolo,District,3,LIM,604,PE-LIM,PER,PE,"San Bartolo, Lima, Lima, Peru",-76.724144,-12.369375
PELIM150130,Peru,Lima,Lima,San Borja,District,3,LIM,604,PE-LIM,PER,PE,"San Borja, Lima, Lima, Peru",-76.995209,-12.097547
PELIM150131,Peru,Lima,Lima,San Isidro,District,3,LIM,604,PE-LIM,PER,PE,"San Isidro, Lima, Lima, Peru",-77.036674,-12.098981
PELIM150132,Peru,Lima,Lima,San Juan De Lurigancho,District,3,LIM,604,PE-LIM,PER,PE,"San Juan De Lurigancho, Lima, Lima, Peru",-76.971497,-11.945966
PELIM150133,Peru,Lima,Lima,San Juan De Miraflores,District,3,LIM,604,PE-LIM,PER,PE,"San Juan De Miraflores, Lima, Lima, Peru",-76.966507,-12.15786
PELIM150134,Peru,Lima,Lima,San Luis,District,3,LIM,604,PE-LIM,PER,PE,"San Luis, Lima, Lima, Peru",-76.997238,-12.074086
PELIM150135,Peru,Lima,Lima,San Martin De Porres,District,3,LIM,604,PE-LIM,PER,PE,"San Martin De Porres, Lima, Lima, Peru",-77.088409,-11.992831
PELIM150136,Peru,Lima,Lima,San Miguel,District,3,LIM,604,PE-LIM,PER,PE,"San Miguel, Lima, Lima, Peru",-77.090065,-12.076445
PELIM150137,Peru,Lima,Lima,Santa Anita,District,3,LIM,604,PE-LIM,PER,PE,"Santa Anita, Lima, Lima, Peru",-76.963142,-12.043207
PELIM150138,Peru,Lima,Lima,Santa Maria Del Mar,District,3,LIM,604,PE-LIM,PER,PE,"Santa Maria Del Mar, Lima, Lima, Peru",-76.767403,-12.408577
PELIM150139,Peru,Lima,Lima,Santa Rosa,District,3,LIM,604,PE-LIM,PER,PE,"Santa Rosa, Lima, Lima, Peru",-77.163254,-11.805007
PELIM150140,Peru,Lima,Lima,Santiago De Surco,District,3,LIM,604,PE-LIM,PER,PE,"Santiago De Surco, Lima, Lima, Peru",-76.984306,-12.126992
PELIM150141,Peru,Lima,Lima,Surquillo,District,3,LIM,604,PE-LIM,PER,PE,"Surquillo, Lima, Lima, Peru",-77.012985,-12.113437
PELIM150142,Peru,Lima,Lima,Villa El Salvador,District,3,LIM,604,PE-LIM,PER,PE,"Villa El Salvador, Lima, Lima, Peru",-76.945274,-12.219278
PELIM150143,Peru,Lima,Lima,Villa Maria Del Triunfo,District,3,LIM,604,PE-LIM,PER,PE,"Villa Maria Del Triunfo, Lima, Lima, Peru",-76.918983,-12.170392
PELOR160202,Peru,Loreto,Alto Amazonas,Balsapuerto,District,3,LOR,604,PE-LOR,PER,PE,"Balsapuerto, Alto Amazonas, Loreto, Peru",-76.586678,-5.73771
PELOR160205,Peru,Loreto,Alto Amazonas,Jeberos,District,3,LOR,604,PE-LOR,PER,PE,"Jeberos, Alto Amazonas, Loreto, Peru",-76.204979,-5.2968602
PELOR160206,Peru,Loreto,Alto Amazonas,Lagunas,District,3,LOR,604,PE-LOR,PER,PE,"Lagunas, Alto Amazonas, Loreto, Peru",-75.976059,-4.628336
PELOR160210,Peru,Loreto,Alto Amazonas,Santa Cruz,District,3,LOR,604,PE-LOR,PER,PE,"Santa Cruz, Alto Amazonas, Loreto, Peru",-75.749008,-5.658277
PELOR160211,Peru,Loreto,Alto Amazonas,Teniente Cesar Lopez Rojas,District,3,LOR,604,PE-LOR,PER,PE,"Teniente Cesar Lopez Rojas, Alto Amazonas, Loreto, Peru",-75.822044,-5.9877119
PELOR160201,Peru,Loreto,Alto Amazonas,Yurimaguas,District,3,LOR,604,PE-LOR,PER,PE,"Yurimaguas, Alto Amazonas, Loreto, Peru",-76.161583,-5.84588
PELOR160706,Peru,Loreto,Datem Del Maranon,Andoas,District,3,LOR,604,PE-LOR,PER,PE,"Andoas, Datem Del Maranon, Loreto, Peru",-76.672417,-3.2744055
PELOR160701,Peru,Loreto,Datem Del Maranon,Barranca,District,3,LOR,604,PE-LOR,PER,PE,"Barranca, Datem Del Maranon, Loreto, Peru",-77.110817,-5.0211158
