id,date,admin0,admin1,admin2,cases
COAMA91001,2020-02-15,Colombia,Amazonas,Leticia,0
COAMA91263,2020-02-15,Colombia,Amazonas,El Encanto,0
COAMA91405,2020-02-15,Colombia,Amazonas,La Chorrera,0
COAMA91407,2020-02-15,Colombia,Amazonas,La Pedrera,0
COAMA91430,2020-02-15,Colombia,Amazonas,La Victoria,0
COAMA91460,2020-02-15,Colombia,Amazonas,Miriti - Parana,0
COAMA91530,2020-02-15,Colombia,Amazonas,Puerto Alegria,0
COAMA91536,2020-02-15,Colombia,Amazonas,Puerto Arica,0
COAMA91540,2020-02-15,Colombia,Amazonas,Puerto Narino,0
COAMA91669,2020-02-15,Colombia,Amazonas,Puerto Santander,0
COAMA91798,2020-02-15,Colombia,Amazonas,Tarapaca,0
COANT05001,2020-02-15,Colombia,Antioquia,Medellin,0
COANT05002,2020-02-15,Colombia,Antioquia,Abejorral,0
COANT05004,2020-02-15,Colombia,Antioquia,Abriaqui,0
COANT05021,2020-02-15,Colombia,Antioquia,Alejandria,0
COANT05030,2020-02-15,Colombia,Antioquia,Amaga,0
COANT05031,2020-02-15,Colombia,Antioquia,Amalfi,0
COANT05034,2020-02-15,Colombia,Antioquia,Andes,0
COANT05036,2020-02-15,Colombia,Antioquia,Angelopolis,0
COANT05038,2020-02-15,Colombia,Antioquia,Angostura,0
COANT05040,2020-02-15,Colombia,Antioquia,Anori,0
COANT05042,2020-02-15,Colombia,Antioquia,Santa Fe De Antioquia,0
COANT05044,2020-02-15,Colombia,Antioquia,Anza,0
COANT05045,2020-02-15,Colombia,Antioquia,Apartado,0
COANT05051,2020-02-15,Colombia,Antioquia,Arboletes,0
COANT05055,2020-02-15,Colombia,Antioquia,Argelia,0
COANT05059,2020-02-15,Colombia,Antioquia,Armenia,0
COANT05079,2020-02-15,Colombia,Antioquia,Barbosa,0
COANT05086,2020-02-15,Colombia,Antioquia,Belmira,0
COANT05088,2020-02-15,Colombia,Antioquia,Bello,0
COANT05091,2020-02-15,Colombia,Antioquia,Betania,0
COANT05093,2020-02-15,Colombia,Antioquia,Betulia,0
COANT05101,2020-02-15,Colombia,Antioquia,Ciudad Bolivar,0
COANT05107,2020-02-15,Colombia,Antioquia,Briceno,0
COANT05113,2020-02-15,Colombia,Antioquia,Buritica,0
COANT05120,2020-02-15,Colombia,Antioquia,Caceres,0
COANT05125,2020-02-15,Colombia,Antioquia,Caicedo,0
COANT05129,2020-02-15,Colombia,Antioquia,Caldas,0
COANT05134,2020-02-15,Colombia,Antioquia,Campamento,0
COANT05138,2020-02-15,Colombia,Antioquia,Canasgordas,0
COANT05142,2020-02-15,Colombia,Antioquia,Caracoli,0
COANT05145,2020-02-15,Colombia,Antioquia,Caramanta,0
COANT05147,2020-02-15,Colombia,Antioquia,Carepa,0
COANT05148,2020-02-15,Colombia,Antioquia,El Carmen De Viboral,0
COANT05150,2020-02-15,Colombia,Antioquia,Carolina,0
COANT05154,2020-02-15,Colombia,Antioquia,Caucasia,0
COANT05172,2020-02-15,Colombia,Antioquia,Chigorodo,0
COANT05190,2020-02-15,Colombia,Antioquia,Cisneros,0
COANT05197,2020-02-15,Colombia,Antioquia,Cocorna,0
COANT05206,2020-02-15,Colombia,Antioquia,Concepcion,0
COANT05209,2020-02-15,Colombia,Antioquia,Concordia,0
COANT05212,2020-02-15,Colombia,Antioquia,Copacabana,0
COANT05234,2020-02-15,Colombia,Antioquia,Dabeiba,0
COANT05237,2020-02-15,Colombia,Antioquia,Donmatias,0
COANT05240,2020-02-15,Colombia,Antioquia,Ebejico,0
COANT05250,2020-02-15,Colombia,Antioquia,El Bagre,0
COANT05264,2020-02-15,Colombia,Antioquia,Entrerrios,0
COANT05266,2020-02-15,Colombia,Antioquia,Envigado,0
COANT05282,2020-02-15,Colombia,Antioquia,Fredonia,0
COANT05284,2020-02-15,Colombia,Antioquia,Frontino,0
COANT05306,2020-02-15,Colombia,Antioquia,Giraldo,0
COANT05308,2020-02-15,Colombia,Antioquia,Girardota,0
COANT05310,2020-02-15,Colombia,Antioquia,Gomez Plata,0
COANT05313,2020-02-15,Colombia,Antioquia,Granada,0
COANT05315,2020-02-15,Colombia,Antioquia,Guadalupe,0
COANT05318,2020-02-15,Colombia,Antioquia,Guarne,0
COANT05321,2020-02-15,Colombia,Antioquia,Guatape,0
COANT05347,2020-02-15,Colombia,Antioquia,Heliconia,0
COANT05353,2020-02-15,Colombia,Antioquia,Hispania,0
COANT05360,2020-02-15,Colombia,Antioquia,Itagui,0
COANT05361,2020-02-15,Colombia,Antioquia,Ituango,0
COANT05364,2020-02-15,Colombia,Antioquia,Jardin,0
COANT05368,2020-02-15,Colombia,Antioquia,Jerico,0
COANT05376,2020-02-15,Colombia,Antioquia,La Ceja,0
COANT05380,2020-02-15,Colombia,Antioquia,La Estrella,0
COANT05390,2020-02-15,Colombia,Antioquia,La Pintada,0
COANT05400,2020-02-15,Colombia,Antioquia,La Union,0
COANT05411,2020-02-15,Colombia,Antioquia,Liborina,0
COANT05425,2020-02-15,Colombia,Antioquia,Maceo,0
COANT05440,2020-02-15,Colombia,Antioquia,Marinilla,0
COANT05467,2020-02-15,Colombia,Antioquia,Montebello,0
COANT05475,2020-02-15,Colombia,Antioquia,Murindo,0
COANT05480,2020-02-15,Colombia,Antioquia,Mutata,0
COANT05483,2020-02-15,Colombia,Antioquia,Narino,0
COANT05490,2020-02-15,Colombia,Antioquia,Necocli,0
COANT05495,2020-02-15,Colombia,Antioquia,Nechi,0
COANT05501,2020-02-15,Colombia,Antioquia,Olaya,0
COANT05541,2020-02-15,Colombia,Antioquia,Penol,0
COANT05543,2020-02-15,Colombia,Antioquia,Peque,0
COANT05576,2020-02-15,Colombia,Antioquia,Pueblorrico,0
COANT05579,2020-02-15,Colombia,Antioquia,Puerto Berrio,0
COANT05585,2020-02-15,Colombia,Antioquia,Puerto Nare,0
COANT05591,2020-02-15,Colombia,Antioquia,Puerto Triunfo,0
COANT05604,2020-02-15,Colombia,Antioquia,Remedios,0
COANT05607,2020-02-15,Colombia,Antioquia,Retiro,0
COANT05615,2020-02-15,Colombia,Antioquia,Rionegro,0
COANT05628,2020-02-15,Colombia,Antioquia,Sabanalarga,0
COANT05631,2020-02-15,Colombia,Antioquia,Sabaneta,0
COANT05642,2020-02-15,Colombia,Antioquia,Salgar,0
COANT05647,2020-02-15,Colombia,Antioquia,San Andres De Cuerquia,0
COANT05649,2020-02-15,Colombia,Antioquia,San Carlos,0
COANT05652,2020-02-15,Colombia,Antioquia,San Francisco,0
COANT05656,2020-02-15,Colombia,Antioquia,San Jeronimo,0
COANT05658,2020-02-15,Colombia,Antioquia,San Jose De La Montana,0
COANT05659,2020-02-15,Colombia,Antioquia,San Juan De Uraba,0
COANT05660,2020-02-15,Colombia,Antioquia,San Luis,0
COANT05664,2020-02-15,Colombia,Antioquia,San Pedro De Los Milagros,0
COANT05665,2020-02-15,Colombia,Antioquia,San Pedro De Uraba,0
COANT05667,2020-02-15,Colombia,Antioquia,San Rafael,0
COANT05670,2020-02-15,Colombia,Antioquia,San Roque,0
COANT05674,2020-02-15,Colombia,Antioquia,San Vicente Ferrer,0
COANT05679,2020-02-15,Colombia,Antioquia,Santa Barbara,0
COANT05686,2020-02-15,Colombia,Antioquia,Santa Rosa De Osos,0
COANT05690,2020-02-15,Colombia,Antioquia,Santo Domingo,0
COANT05697,2020-02-15,Colombia,Antioquia,El Santuario,0
COANT05736,2020-02-15,Colombia,Antioquia,Segovia,0
COANT05756,2020-02-15,Colombia,Antioquia,Sonson,0
COANT05761,2020-02-15,Colombia,Antioquia,Sopetran,0
COANT05789,2020-02-15,Colombia,Antioquia,Tamesis,0
COANT05790,2020-02-15,Colombia,Antioquia,Taraza,0
COANT05792,2020-02-15,Colombia,Antioquia,Tarso,0
COANT05809,2020-02-15,Colombia,Antioquia,Titiribi,0
COANT05819,2020-02-15,Colombia,Antioquia,Toledo,0
COANT05837,2020-02-15,Colombia,Antioquia,Turbo,0
COANT05842,2020-02-15,Colombia,Antioquia,Uramita,0
COANT05847,2020-02-15,Colombia,Antioquia,Urrao,0
COANT05854,2020-02-15,Colombia,Antioquia,Valdivia,0
COANT05856,2020-02-15,Colombia,Antioquia,Valparaiso,0
COANT05858,2020-02-15,Colombia,Antioquia,Vegachi,0
COANT05861,2020-02-15,Colombia,Antioquia,Venecia,0
COANT05873,2020-02-15,Colombia,Antioquia,Vigia Del Fuerte,0
COANT05885,2020-02-15,Colombia,Antioquia,Yali,0
COANT05887,2020-02-15,Colombia,Antioquia,Yarumal,0
COANT05890,2020-02-15,Colombia,Antioquia,Yolombo,0
COANT05893,2020-02-15,Colombia,Antioquia,Yondo,0
COANT05895,2020-02-15,Colombia,Antioquia,Zaragoza,0
COARA81001,2020-02-15,Colombia,Arauca,Arauca,0
COARA81065,2020-02-15,Colombia,Arauca,Arauquita,0
COARA81220,2020-02-15,Colombia,Arauca,Cravo Norte,0
COARA81300,2020-02-15,Colombia,Arauca,Fortul,0
COARA81591,2020-02-15,Colombia,Arauca,Puerto Rondon,0
COARA81736,2020-02-15,Colombia,Arauca,Saravena,0
COARA81794,2020-02-15,Colombia,Arauca,Tame,0
COATL08001,2020-02-15,Colombia,Atlantico,Barranquilla,0
COATL08078,2020-02-15,Colombia,Atlantico,Baranoa,0
COATL08137,2020-02-15,Colombia,Atlantico,Campo De La Cruz,0
COATL08141,2020-02-15,Colombia,Atlantico,Candelaria,0
COATL08296,2020-02-15,Colombia,Atlantico,Galapa,0
COATL08372,2020-02-15,Colombia,Atlantico,Juan De Acosta,0
COATL08421,2020-02-15,Colombia,Atlantico,Luruaco,0
COATL08433,2020-02-15,Colombia,Atlantico,Malambo,0
COATL08436,2020-02-15,Colombia,Atlantico,Manati,0
COATL08520,2020-02-15,Colombia,Atlantico,Palmar De Varela,0
COATL08549,2020-02-15,Colombia,Atlantico,Piojo,0
COATL08558,2020-02-15,Colombia,Atlantico,Polonuevo,0
COATL08560,2020-02-15,Colombia,Atlantico,Ponedera,0
COATL08573,2020-02-15,Colombia,Atlantico,Puerto Colombia,0
COATL08606,2020-02-15,Colombia,Atlantico,Repelon,0
COATL08634,2020-02-15,Colombia,Atlantico,Sabanagrande,0
COATL08638,2020-02-15,Colombia,Atlantico,Sabanalarga,0
COATL08675,2020-02-15,Colombia,Atlantico,Santa Lucia,0
COATL08685,2020-02-15,Colombia,Atlantico,Santo Tomas,0
COATL08758,2020-02-15,Colombia,Atlantico,Soledad,0
COATL08770,2020-02-15,Colombia,Atlantico,Suan,0
COATL08832,2020-02-15,Colombia,Atlantico,Tubara,0
COATL08849,2020-02-15,Colombia,Atlantico,Usiacuri,0
COBOL13001,2020-02-15,Colombia,Bolivar,Cartagena De Indias,0
COBOL13006,2020-02-15,Colombia,Bolivar,Achi,0
COBOL13030,2020-02-15,Colombia,Bolivar,Altos Del Rosario,0
COBOL13042,2020-02-15,Colombia,Bolivar,Arenal,0
COBOL13052,2020-02-15,Colombia,Bolivar,Arjona,0
COBOL13062,2020-02-15,Colombia,Bolivar,Arroyohondo,0
COBOL13074,2020-02-15,Colombia,Bolivar,Barranco De Loba,0
COBOL13140,2020-02-15,Colombia,Bolivar,Calamar,0
COBOL13160,2020-02-15,Colombia,Bolivar,Cantagallo,0
COBOL13188,2020-02-15,Colombia,Bolivar,Cicuco,0
COBOL13212,2020-02-15,Colombia,Bolivar,Cordoba,0
COBOL13222,2020-02-15,Colombia,Bolivar,Clemencia,0
COBOL13244,2020-02-15,Colombia,Bolivar,El Carmen De Bolivar,0
COBOL13248,2020-02-15,Colombia,Bolivar,El Guamo,0
COBOL13268,2020-02-15,Colombia,Bolivar,El Penon,0
COBOL13300,2020-02-15,Colombia,Bolivar,Hatillo De Loba,0
COBOL13430,2020-02-15,Colombia,Bolivar,Magangue,0
COBOL13433,2020-02-15,Colombia,Bolivar,Mahates,0
COBOL13440,2020-02-15,Colombia,Bolivar,Margarita,0
COBOL13442,2020-02-15,Colombia,Bolivar,Maria La Baja,0
COBOL13458,2020-02-15,Colombia,Bolivar,Montecristo,0
COBOL13468,2020-02-15,Colombia,Bolivar,Mompos,0
COBOL13473,2020-02-15,Colombia,Bolivar,Morales,0
COBOL13490,2020-02-15,Colombia,Bolivar,Norosi,0
COBOL13549,2020-02-15,Colombia,Bolivar,Pinillos,0
COBOL13580,2020-02-15,Colombia,Bolivar,Regidor,0
COBOL13600,2020-02-15,Colombia,Bolivar,Rio Viejo,0
COBOL13620,2020-02-15,Colombia,Bolivar,San Cristobal,0
COBOL13647,2020-02-15,Colombia,Bolivar,San Estanislao,0
COBOL13650,2020-02-15,Colombia,Bolivar,San Fernando,0
COBOL13654,2020-02-15,Colombia,Bolivar,San Jacinto,0
COBOL13655,2020-02-15,Colombia,Bolivar,San Jacinto Del Cauca,0
COBOL13657,2020-02-15,Colombia,Bolivar,San Juan Nepomuceno,0
COBOL13667,2020-02-15,Colombia,Bolivar,San Martin De Loba,0
COBOL13670,2020-02-15,Colombia,Bolivar,San Pablo,0
COBOL13673,2020-02-15,Colombia,Bolivar,Santa Catalina,0
COBOL13683,2020-02-15,Colombia,Bolivar,Santa Rosa,0
COBOL13688,2020-02-15,Colombia,Bolivar,Santa Rosa Del Sur,0
COBOL13744,2020-02-15,Colombia,Bolivar,Simiti,0
COBOL13760,2020-02-15,Colombia,Bolivar,Soplaviento,0
COBOL13780,2020-02-15,Colombia,Bolivar,Talaigua Nuevo,0
COBOL13810,2020-02-15,Colombia,Bolivar,Tiquisio,0
COBOL13836,2020-02-15,Colombia,Bolivar,Turbaco,0
COBOL13838,2020-02-15,Colombia,Bolivar,Turbana,0
COBOL13873,2020-02-15,Colombia,Bolivar,Villanueva,0
COBOL13894,2020-02-15,Colombia,Bolivar,Zambrano,0
COBOY15001,2020-02-15,Colombia,Boyaca,Tunja,0
COBOY15022,2020-02-15,Colombia,Boyaca,Almeida,0
COBOY15047,2020-02-15,Colombia,Boyaca,Aquitania,0
COBOY15051,2020-02-15,Colombia,Boyaca,Arcabuco,0
COBOY15087,2020-02-15,Colombia,Boyaca,Belen,0
COBOY15090,2020-02-15,Colombia,Boyaca,Berbeo,0
COBOY15092,2020-02-15,Colombia,Boyaca,Beteitiva,0
COBOY15097,2020-02-15,Colombia,Boyaca,Boavita,0
COBOY15104,2020-02-15,Colombia,Boyaca,Boyaca,0
COBOY15106,2020-02-15,Colombia,Boyaca,Briceno,0
COBOY15109,2020-02-15,Colombia,Boyaca,Buenavista,0
COBOY15114,2020-02-15,Colombia,Boyaca,Busbanza,0
COBOY15131,2020-02-15,Colombia,Boyaca,Caldas,0
COBOY15135,2020-02-15,Colombia,Boyaca,Campohermoso,0
COBOY15162,2020-02-15,Colombia,Boyaca,Cerinza,0
COBOY15172,2020-02-15,Colombia,Boyaca,Chinavita,0
COBOY15176,2020-02-15,Colombia,Boyaca,Chiquinquira,0
COBOY15180,2020-02-15,Colombia,Boyaca,Chiscas,0
COBOY15183,2020-02-15,Colombia,Boyaca,Chita,0
COBOY15185,2020-02-15,Colombia,Boyaca,Chitaraque,0
COBOY15187,2020-02-15,Colombia,Boyaca,Chivata,0
COBOY15189,2020-02-15,Colombia,Boyaca,Cienega,0
COBOY15204,2020-02-15,Colombia,Boyaca,Combita,0
COBOY15212,2020-02-15,Colombia,Boyaca,Coper,0
COBOY15215,2020-02-15,Colombia,Boyaca,Corrales,0
COBOY15218,2020-02-15,Colombia,Boyaca,Covarachia,0
COBOY15223,2020-02-15,Colombia,Boyaca,Cubara,0
COBOY15224,2020-02-15,Colombia,Boyaca,Cucaita,0
COBOY15226,2020-02-15,Colombia,Boyaca,Cuitiva,0
COBOY15232,2020-02-15,Colombia,Boyaca,Chiquiza,0
COBOY15236,2020-02-15,Colombia,Boyaca,Chivor,0
COBOY15238,2020-02-15,Colombia,Boyaca,Duitama,0
COBOY15244,2020-02-15,Colombia,Boyaca,El Cocuy,0
COBOY15248,2020-02-15,Colombia,Boyaca,El Espino,0
COBOY15272,2020-02-15,Colombia,Boyaca,Firavitoba,0
COBOY15276,2020-02-15,Colombia,Boyaca,Floresta,0
COBOY15293,2020-02-15,Colombia,Boyaca,Gachantiva,0
COBOY15296,2020-02-15,Colombia,Boyaca,Gameza,0
COBOY15299,2020-02-15,Colombia,Boyaca,Garagoa,0
COBOY15317,2020-02-15,Colombia,Boyaca,Guacamayas,0
COBOY15322,2020-02-15,Colombia,Boyaca,Guateque,0
COBOY15325,2020-02-15,Colombia,Boyaca,Guayata,0
COBOY15332,2020-02-15,Colombia,Boyaca,Guican De La Sierra,0
COBOY15362,2020-02-15,Colombia,Boyaca,Iza,0
COBOY15367,2020-02-15,Colombia,Boyaca,Jenesano,0
COBOY15368,2020-02-15,Colombia,Boyaca,Jerico,0
COBOY15377,2020-02-15,Colombia,Boyaca,Labranzagrande,0
COBOY15380,2020-02-15,Colombia,Boyaca,La Capilla,0
COBOY15401,2020-02-15,Colombia,Boyaca,La Victoria,0
COBOY15403,2020-02-15,Colombia,Boyaca,La Uvita,0
COBOY15407,2020-02-15,Colombia,Boyaca,Villa De Leyva,0
COBOY15425,2020-02-15,Colombia,Boyaca,Macanal,0
COBOY15442,2020-02-15,Colombia,Boyaca,Maripi,0
COBOY15455,2020-02-15,Colombia,Boyaca,Miraflores,0
COBOY15464,2020-02-15,Colombia,Boyaca,Mongua,0
COBOY15466,2020-02-15,Colombia,Boyaca,Mongui,0
COBOY15469,2020-02-15,Colombia,Boyaca,Moniquira,0
COBOY15476,2020-02-15,Colombia,Boyaca,Motavita,0
COBOY15480,2020-02-15,Colombia,Boyaca,Muzo,0
COBOY15491,2020-02-15,Colombia,Boyaca,Nobsa,0
COBOY15494,2020-02-15,Colombia,Boyaca,Nuevo Colon,0
COBOY15500,2020-02-15,Colombia,Boyaca,Oicata,0
COBOY15507,2020-02-15,Colombia,Boyaca,Otanche,0
COBOY15511,2020-02-15,Colombia,Boyaca,Pachavita,0
COBOY15514,2020-02-15,Colombia,Boyaca,Paez,0
COBOY15516,2020-02-15,Colombia,Boyaca,Paipa,0
COBOY15518,2020-02-15,Colombia,Boyaca,Pajarito,0
COBOY15522,2020-02-15,Colombia,Boyaca,Panqueba,0
COBOY15531,2020-02-15,Colombia,Boyaca,Pauna,0
COBOY15533,2020-02-15,Colombia,Boyaca,Paya,0
COBOY15537,2020-02-15,Colombia,Boyaca,Paz De Rio,0
COBOY15542,2020-02-15,Colombia,Boyaca,Pesca,0
COBOY15550,2020-02-15,Colombia,Boyaca,Pisba,0
COBOY15572,2020-02-15,Colombia,Boyaca,Puerto Boyaca,0
COBOY15580,2020-02-15,Colombia,Boyaca,Quipama,0
COBOY15599,2020-02-15,Colombia,Boyaca,Ramiriqui,0
COBOY15600,2020-02-15,Colombia,Boyaca,Raquira,0
COBOY15621,2020-02-15,Colombia,Boyaca,Rondon,0
COBOY15632,2020-02-15,Colombia,Boyaca,Saboya,0
COBOY15638,2020-02-15,Colombia,Boyaca,Sachica,0
COBOY15646,2020-02-15,Colombia,Boyaca,Samaca,0
COBOY15660,2020-02-15,Colombia,Boyaca,San Eduardo,0
COBOY15664,2020-02-15,Colombia,Boyaca,San Jose De Pare,0
COBOY15667,2020-02-15,Colombia,Boyaca,San Luis De Gaceno,0
COBOY15673,2020-02-15,Colombia,Boyaca,San Mateo,0
COBOY15676,2020-02-15,Colombia,Boyaca,San Miguel De Sema,0
COBOY15681,2020-02-15,Colombia,Boyaca,San Pablo De Borbur,0
COBOY15686,2020-02-15,Colombia,Boyaca,Santana,0
COBOY15690,2020-02-15,Colombia,Boyaca,Santa Maria,0
COBOY15693,2020-02-15,Colombia,Boyaca,Santa Rosa De Viterbo,0
COBOY15696,2020-02-15,Colombia,Boyaca,Santa Sofia,0
COBOY15720,2020-02-15,Colombia,Boyaca,Sativanorte,0
COBOY15723,2020-02-15,Colombia,Boyaca,Sativasur,0
COBOY15740,2020-02-15,Colombia,Boyaca,Siachoque,0
COBOY15753,2020-02-15,Colombia,Boyaca,Soata,0
COBOY15755,2020-02-15,Colombia,Boyaca,Socota,0
COBOY15757,2020-02-15,Colombia,Boyaca,Socha,0
COBOY15759,2020-02-15,Colombia,Boyaca,Sogamoso,0
COBOY15761,2020-02-15,Colombia,Boyaca,Somondoco,0
COBOY15762,2020-02-15,Colombia,Boyaca,Sora,0
COBOY15763,2020-02-15,Colombia,Boyaca,Sotaquira,0
COBOY15764,2020-02-15,Colombia,Boyaca,Soraca,0
COBOY15774,2020-02-15,Colombia,Boyaca,Susacon,0
COBOY15776,2020-02-15,Colombia,Boyaca,Sutamarchan,0
COBOY15778,2020-02-15,Colombia,Boyaca,Sutatenza,0
COBOY15790,2020-02-15,Colombia,Boyaca,Tasco,0
COBOY15798,2020-02-15,Colombia,Boyaca,Tenza,0
COBOY15804,2020-02-15,Colombia,Boyaca,Tibana,0
COBOY15806,2020-02-15,Colombia,Boyaca,Tibasosa,0
COBOY15808,2020-02-15,Colombia,Boyaca,Tinjaca,0
COBOY15810,2020-02-15,Colombia,Boyaca,Tipacoque,0
COBOY15814,2020-02-15,Colombia,Boyaca,Toca,0
COBOY15816,2020-02-15,Colombia,Boyaca,Togui,0
COBOY15820,2020-02-15,Colombia,Boyaca,Topaga,0
COBOY15822,2020-02-15,Colombia,Boyaca,Tota,0
COBOY15832,2020-02-15,Colombia,Boyaca,Tunungua,0
COBOY15835,2020-02-15,Colombia,Boyaca,Turmeque,0
COBOY15837,2020-02-15,Colombia,Boyaca,Tuta,0
COBOY15839,2020-02-15,Colombia,Boyaca,Tutaza,0
COBOY15842,2020-02-15,Colombia,Boyaca,Umbita,0
COBOY15861,2020-02-15,Colombia,Boyaca,Ventaquemada,0
COBOY15879,2020-02-15,Colombia,Boyaca,Viracacha,0
COBOY15897,2020-02-15,Colombia,Boyaca,Zetaquira,0
COCAL17001,2020-02-15,Colombia,Caldas,Manizales,0
COCAL17013,2020-02-15,Colombia,Caldas,Aguadas,0
COCAL17042,2020-02-15,Colombia,Caldas,Anserma,0
COCAL17050,2020-02-15,Colombia,Caldas,Aranzazu,0
COCAL17088,2020-02-15,Colombia,Caldas,Belalcazar,0
COCAL17174,2020-02-15,Colombia,Caldas,Chinchina,0
COCAL17272,2020-02-15,Colombia,Caldas,Filadelfia,0
COCAL17380,2020-02-15,Colombia,Caldas,La Dorada,0
COCAL17388,2020-02-15,Colombia,Caldas,La Merced,0
COCAL17433,2020-02-15,Colombia,Caldas,Manzanares,0
COCAL17442,2020-02-15,Colombia,Caldas,Marmato,0
COCAL17444,2020-02-15,Colombia,Caldas,Marquetalia,0
COCAL17446,2020-02-15,Colombia,Caldas,Marulanda,0
COCAL17486,2020-02-15,Colombia,Caldas,Neira,0
COCAL17495,2020-02-15,Colombia,Caldas,Norcasia,0
COCAL17513,2020-02-15,Colombia,Caldas,Pacora,0
COCAL17524,2020-02-15,Colombia,Caldas,Palestina,0
COCAL17541,2020-02-15,Colombia,Caldas,Pensilvania,0
COCAL17614,2020-02-15,Colombia,Caldas,Riosucio,0
COCAL17616,2020-02-15,Colombia,Caldas,Risaralda,0
COCAL17653,2020-02-15,Colombia,Caldas,Salamina,0
COCAL17662,2020-02-15,Colombia,Caldas,Samana,0
COCAL17665,2020-02-15,Colombia,Caldas,San Jose,0
COCAL17777,2020-02-15,Colombia,Caldas,Supia,0
COCAL17867,2020-02-15,Colombia,Caldas,Victoria,0
COCAL17873,2020-02-15,Colombia,Caldas,Villamaria,0
COCAL17877,2020-02-15,Colombia,Caldas,Viterbo,0
COCAQ18001,2020-02-15,Colombia,Caqueta,Florencia,0
COCAQ18029,2020-02-15,Colombia,Caqueta,Albania,0
COCAQ18094,2020-02-15,Colombia,Caqueta,Belen De Los Andaquies,0
COCAQ18150,2020-02-15,Colombia,Caqueta,Cartagena Del Chaira,0
COCAQ18205,2020-02-15,Colombia,Caqueta,Curillo,0
COCAQ18247,2020-02-15,Colombia,Caqueta,El Doncello,0
COCAQ18256,2020-02-15,Colombia,Caqueta,El Paujil,0
COCAQ18410,2020-02-15,Colombia,Caqueta,La Montanita,0
COCAQ18460,2020-02-15,Colombia,Caqueta,Milan,0
COCAQ18479,2020-02-15,Colombia,Caqueta,Morelia,0
COCAQ18592,2020-02-15,Colombia,Caqueta,Puerto Rico,0
COCAQ18610,2020-02-15,Colombia,Caqueta,San Jose Del Fragua,0
COCAQ18753,2020-02-15,Colombia,Caqueta,San Vicente Del Caguan,0
COCAQ18756,2020-02-15,Colombia,Caqueta,Solano,0
COCAQ18785,2020-02-15,Colombia,Caqueta,Solita,0
COCAQ18860,2020-02-15,Colombia,Caqueta,Valparaiso,0
COCAS85001,2020-02-15,Colombia,Casanare,Yopal,0
COCAS85010,2020-02-15,Colombia,Casanare,Aguazul,0
COCAS85015,2020-02-15,Colombia,Casanare,Chameza,0
COCAS85125,2020-02-15,Colombia,Casanare,Hato Corozal,0
COCAS85136,2020-02-15,Colombia,Casanare,La Salina,0
COCAS85139,2020-02-15,Colombia,Casanare,Mani,0
COCAS85162,2020-02-15,Colombia,Casanare,Monterrey,0
COCAS85225,2020-02-15,Colombia,Casanare,Nunchia,0
COCAS85230,2020-02-15,Colombia,Casanare,Orocue,0
COCAS85250,2020-02-15,Colombia,Casanare,Paz De Ariporo,0
COCAS85263,2020-02-15,Colombia,Casanare,Pore,0
COCAS85279,2020-02-15,Colombia,Casanare,Recetor,0
COCAS85300,2020-02-15,Colombia,Casanare,Sabanalarga,0
COCAS85315,2020-02-15,Colombia,Casanare,Sacama,0
COCAS85325,2020-02-15,Colombia,Casanare,San Luis De Palenque,0
COCAS85400,2020-02-15,Colombia,Casanare,Tamara,0
COCAS85410,2020-02-15,Colombia,Casanare,Tauramena,0
COCAS85430,2020-02-15,Colombia,Casanare,Trinidad,0
COCAS85440,2020-02-15,Colombia,Casanare,Villanueva,0
COCAU19001,2020-02-15,Colombia,Cauca,Popayan,0
COCAU19022,2020-02-15,Colombia,Cauca,Almaguer,0
COCAU19050,2020-02-15,Colombia,Cauca,Argelia,0
COCAU19075,2020-02-15,Colombia,Cauca,Balboa,0
COCAU19100,2020-02-15,Colombia,Cauca,Bolivar,0
COCAU19110,2020-02-15,Colombia,Cauca,Buenos Aires,0
COCAU19130,2020-02-15,Colombia,Cauca,Cajibio,0
COCAU19137,2020-02-15,Colombia,Cauca,Caldono,0
COCAU19142,2020-02-15,Colombia,Cauca,Caloto,0
COCAU19212,2020-02-15,Colombia,Cauca,Corinto,0
COCAU19256,2020-02-15,Colombia,Cauca,El Tambo,0
COCAU19290,2020-02-15,Colombia,Cauca,Florencia,0
COCAU19300,2020-02-15,Colombia,Cauca,Guachene,0
COCAU19318,2020-02-15,Colombia,Cauca,Guapi,0
COCAU19355,2020-02-15,Colombia,Cauca,Inza,0
COCAU19364,2020-02-15,Colombia,Cauca,Jambalo,0
COCAU19392,2020-02-15,Colombia,Cauca,La Sierra,0
COCAU19397,2020-02-15,Colombia,Cauca,La Vega,0
COCAU19418,2020-02-15,Colombia,Cauca,Lopez De Micay,0
COCAU19450,2020-02-15,Colombia,Cauca,Mercaderes,0
COCAU19455,2020-02-15,Colombia,Cauca,Miranda,0
COCAU19473,2020-02-15,Colombia,Cauca,Morales,0
COCAU19513,2020-02-15,Colombia,Cauca,Padilla,0
COCAU19517,2020-02-15,Colombia,Cauca,Paez,0
COCAU19532,2020-02-15,Colombia,Cauca,Patia,0
COCAU19533,2020-02-15,Colombia,Cauca,Piamonte,0
COCAU19548,2020-02-15,Colombia,Cauca,Piendamo - Tunia,0
COCAU19573,2020-02-15,Colombia,Cauca,Puerto Tejada,0
COCAU19585,2020-02-15,Colombia,Cauca,Purace,0
COCAU19622,2020-02-15,Colombia,Cauca,Rosas,0
